TRDE_CD,VSL_SVCE_LANE_CD,VSL_CD,SCH_VOY_NR,SCH_DIR_CD,BSA_EFCT_FM_DT,TEU_CAPA,RF_CAPA
NET,FE4,IUMT,0030,W,2026/03/13 20:00:00,19300,1500
TPT,EC3,OMLT,0045,E,2025/11/08 05:00:00,12500,800
TPT,EC3,EAOT,0037,W,2026/03/08 09:00:00,12200,800
TPT,EC3,OTNT,0044,W,2026/04/05 09:00:00,12500,800
TAT,AT2,OTRT,0122,W,2026/04/06 19:00:00,5800,347
TPT,EC4,OEAT,0084,W,2026/02/23 19:00:00,7200,630
LWT,MAR,NLAT,0662,W,2026/03/03 11:00:00,2100,330
LWT,MAR,NLAT,0663,W,2026/03/31 11:00:00,2100,330
OCT,AUN,AEIT,0607,S,2026/02/13 08:00:00,5400,400
MET,MD2,ORWT,0007,W,2026/02/01 08:00:00,13500,1300
TAT,AT2,BRNT,0025,E,2026/04/11 07:00:00,5800,347
NET,FP1,HMIT,0084,E,2026/02/12 12:00:00,8200,800
TAT,EMA,KGST,0019,E,2026/03/13 10:30:00,2850,300
OCT,WAU,GRET,0608,N,2026/02/19 05:30:00,2750,300
TPT,EC1,CNTT,0023,W,2026/02/15 17:30:00,7350,700
TPT,EC1,TSTT,0052,E,2026/03/21 05:00:00,7200,630
NET,FP2,ONYT,0023,E,2026/01/17 15:00:00,9700,700
OCT,AU1,OMST,0608,N,2026/02/17 03:00:00,7200,700
OCT,WAU,XIMT,0603,S,2026/01/12 00:00:00,2750,300
OCT,WAU,XIMT,0607,N,2026/02/12 05:30:00,2750,300
TPT,EC1,HERT,0054,W,2026/03/01 17:30:00,7350,700
OCT,WAU,GRET,0613,S,2026/03/23 00:00:00,2750,300
TAT,AL5,NRIT,0081,E,2026/03/05 02:00:00,3800,330
TPT,EC2,OCBT,0526,E,2026/03/02 03:30:00,12500,800
TAT,AL5,NNBT,0091,W,2026/01/13 06:00:00,3800,330
TAT,AL5,NRET,0082,W,2026/01/06 06:00:00,3800,330
TAT,AL5,NDMT,0122,W,2026/01/20 06:00:00,3800,330
NET,FE3,FRNT,0010,W,2026/03/09 13:00:00,19300,1500
IET,ILX,TOOT,0044,S,2025/12/01 04:00:00,700,135
IET,ILX,TOOT,0049,S,2026/02/09 04:00:00,700,135
LWT,FLX,MEQT,0018,N,2026/02/19 13:00:00,1000,100
IET,AD2,PBET,0107,W,2026/01/10 06:00:00,1350,150
IET,AD2,PBET,0107,E,2025/12/30 01:00:00,1350,150
FWT,AIM,DLAT,2601,W,2026/01/02 05:00:00,2850,225
FWT,AIM,DLAT,2612,W,2026/03/20 05:00:00,2850,225
IET,LEX,NOTT,0010,N,2026/02/09 07:00:00,2100,240
IET,BBX,SDBT,0066,S,2026/01/30 05:00:00,950,200
IET,BT1,MOMT,0036,S,2026/02/07 13:00:00,1400,0
IET,BT1,MOMT,0040,N,2026/03/04 01:00:00,1400,0
IET,BT1,MOMT,0037,S,2026/02/14 13:00:00,1400,0
LET,CX1,CYCT,0608,N,2026/02/24 14:00:00,1800,200
LET,CX1,CYCT,0548,S,2025/11/27 07:00:00,1800,200
IET,BT1,MOMT,0043,N,2026/03/25 01:00:00,1400,0
IET,BT1,MOMT,0032,N,2026/01/07 01:00:00,1400,0
LET,CX1,GMET,0542,S,2025/10/16 07:00:00,1800,200
LET,CX1,CYCT,0544,S,2025/10/30 07:00:00,1800,200
LET,CX1,CYCT,0604,S,2026/01/22 07:00:00,1800,200
IET,ILX,TOOT,0050,N,2026/03/02 06:00:00,700,135
IET,ILX,TOOT,0052,S,2026/03/23 04:00:00,700,135
IET,ILX,TOOT,0045,S,2025/12/15 04:00:00,700,135
MET,MS2,FROT,0009,E,2025/07/25 06:00:00,12000,800
EAT,JT1,OTTT,0529,S,2026/05/20 22:00:00,2050,350
EAT,JT1,AXQT,0054,S,2026/05/27 22:00:00,2200,200
MET,MS2,ORWT,0004,W,2025/05/19 04:00:00,13500,1300
MET,MS2,ORWT,0004,E,2025/04/17 10:00:00,13500,1300
EAT,CIM,SGNT,0051,N,2026/05/24 22:00:00,1800,240
EAT,JID,ARET,0130,S,2026/05/23 05:00:00,1000,100
EAT,JK1,EFUT,0263,W,2026/05/02 07:00:00,900,90
EAT,JK1,EFUT,0254,W,2026/02/28 07:00:00,900,90
FET,EA3,LTST,0546,E,2025/12/11 04:00:00,3333,300
EAT,CTP,APRT,0288,N,2026/05/17 07:00:00,2000,200
EAT,JK1,EFUT,0258,W,2026/03/28 07:00:00,900,90
EAT,JK1,EFUT,0266,W,2026/05/23 07:00:00,900,90
EAT,JK1,EFUT,0253,E,2026/02/18 13:00:00,900,90
EAT,JK1,EFUT,0256,E,2026/03/11 13:00:00,900,90
EAT,JK2,ICLT,0205,W,2026/04/01 08:00:00,25,10
EAT,JK2,ICLT,0213,W,2026/05/27 08:00:00,25,10
EAT,JPH,SZET,2154,N,2026/04/30 21:00:00,1900,200
EAT,JPH,SZET,2156,S,2026/05/30 15:00:00,1900,200
EAT,JPH,LSFT,0236,N,2026/05/07 21:00:00,1950,240
EAT,JSM,WQTT,0023,N,2026/05/09 21:00:00,1000,100
EAT,CTP,APRT,0283,S,2026/01/09 21:00:00,2000,200
EAT,JSM,WQTT,0024,S,2026/05/23 09:00:00,1000,100
EAT,KCS,RCMT,0094,S,2026/04/18 10:00:00,2000,99
EFT,SRX,OLUT,0256,S,2026/04/06 08:00:00,5600,1176
EAT,KCS,GCLT,0142,N,2026/05/06 11:00:00,2000,99
TPT,FP1,NONT,0081,W,2026/04/08 14:00:00,8200,784
TPT,FP1,OHOT,0054,E,2026/01/29 12:00:00,8200,800
TPT,PN1,OMUT,0089,W,2026/02/26 17:00:00,5900,500
TPT,PN1,SEFT,0102,W,2026/03/19 17:00:00,5900,350
TPT,PN3,OMGT,0102,E,2026/02/13 08:00:00,7000,325
TPT,PN3,OMGT,0102,W,2026/03/07 18:00:00,7000,325
WAT,CIP,OMJT,0025,E,2026/05/12 01:00:00,5000,400
WAT,TIP,CQAT,0010,W,2026/03/10 01:00:00,4200,420
TPT,PS7,OSGT,0516,W,2026/02/02 04:00:00,12000,800
WAT,TIP,OECT,0028,E,2025/12/01 13:00:00,4600,420
WAT,TIP,CQAT,0009,E,2026/02/16 13:00:00,4200,420
EAT,JV2,ARGT,0275,N,2026/05/30 21:00:00,2000,250
EAT,JV2,NCAT,0540,S,2026/05/06 15:00:00,2000,250
EAT,JVH,SWRT,0128,S,2026/05/25 03:30:00,1300,195
WAT,AG3,RSCT,0252,W,2026/02/10 06:00:00,10000,1000
WAT,NCI,RGHT,0002,W,2025/11/24 17:00:00,1000,100
IET,AD1,MIOT,0067,E,2026/05/13 17:00:00,700,150
IET,AD2,PBET,0114,W,2026/06/06 06:00:00,1350,150
IET,BBX,PCPT,0007,N,2026/01/30 14:00:00,950,200
IET,BBX,PCPT,0003,N,2025/12/05 14:00:00,950,200
IET,BBX,SDBT,0070,S,2026/03/27 05:00:00,950,200
IET,BBX,SDBT,0067,N,2026/02/06 14:00:00,950,200
IET,BBX,SDBT,0069,N,2026/03/06 14:00:00,750,160
WAT,AG3,RSCT,0254,E,2026/05/25 09:00:00,10000,1000
WAT,AG3,RSCT,0254,W,2026/05/05 06:00:00,10000,1000
IET,BT1,MOMT,0048,S,2026/05/02 13:00:00,1400,0
FWT,AIM,AHHT,2625,E,2026/07/24 06:00:00,2850,225
EAT,PHX,CBDT,0291,N,2026/03/27 14:00:00,1900,300
FET,MIM,BRFT,0015,E,2026/05/28 19:00:00,1300,195
FET,EA4,GCLT,0609,W,2026/02/26 16:00:00,1000,100
EAT,SMM,PPPT,0083,N,2026/01/25 18:00:00,900,135
FET,SAC,NFUT,1028,E,2026/06/21 04:00:00,3800,480
FET,SAC,BYBT,0215,W,2026/04/14 03:00:00,3300,300
EAT,SMM,PPPT,0086,N,2026/02/26 17:00:00,900,135
EAT,PH3,SEUT,0061,W,2026/04/24 09:00:00,860,100
EAT,SMM,USNT,0044,N,2026/03/26 17:00:00,900,135
FET,EA3,LTST,0622,W,2026/05/31 10:00:00,3333,300
EAT,PHX,CBDT,0295,N,2026/05/22 14:00:00,1900,300
EAT,PHX,CBDT,0283,N,2025/12/05 14:00:00,1900,300
EFT,SRX,ORYT,0626,N,2026/06/24 05:00:00,5600,1176
TPT,EC4,RBTT,0004,W,2026/06/15 19:00:00,6100,500
TPT,EC4,OILT,0011,E,2026/01/26 19:00:00,7200,630
TPT,PS4,OART,0077,W,2026/05/01 14:00:00,7700,530
TPT,PS4,OART,0075,E,2026/01/03 11:00:00,7700,530
WAT,TE1,BHHT,0028,W,2026/05/19 11:00:00,2600,260
WAT,TE1,BHHT,0028,E,2026/05/30 09:00:00,2600,260
TPT,EC3,ONLT,1040,E,2026/01/17 05:00:00,12500,800
TPT,EC3,ONLT,1041,W,2026/06/21 09:00:00,12500,800
WAT,GS2,OSWT,0034,E,2026/04/03 02:00:00,12200,800
TPT,PS3,CNCT,0144,W,2026/02/15 03:00:00,7200,630
WAT,TIP,CQAT,0011,W,2026/04/14 01:00:00,4200,420
WAT,TIP,GWBT,0048,W,2026/03/17 01:00:00,4200,420
WAT,TIP,CQAT,0011,E,2026/04/27 13:00:00,4200,420
WAT,TIP,OIST,0088,W,2026/04/21 01:00:00,4200,420
WAT,TIP,CQAT,0012,W,2026/05/19 01:00:00,4200,420
WAT,TIP,OIST,0086,W,2026/02/10 01:00:00,4200,420
TAT,AT2,MPFT,0255,W,2026/05/25 19:00:00,5800,347
TPT,EC2,HYZT,0045,E,2026/04/07 12:00:00,9100,750
TAT,EMA,EDWT,0102,E,2026/04/24 10:30:00,2850,300
TAT,EMA,EDWT,0103,E,2026/06/05 10:30:00,2850,300
TAT,EMA,EDWT,0102,W,2026/04/03 05:00:00,2850,300
TPT,FP2,OZAT,0002,W,2026/04/09 21:00:00,9700,700
TPT,FP2,NMOT,0018,W,2026/07/23 21:00:00,9600,1000
TPT,FP1,NVST,0083,E,2026/03/05 12:00:00,8200,800
LET,CX1,LTRT,0614,S,2026/04/02 07:00:00,1800,200
LET,CX1,LTRT,0602,S,2026/01/08 07:00:00,1800,200
LET,SX2,R2JT,0018,W,2026/05/13 04:30:00,400,50
LET,SX2,MXQT,0100,E,2026/05/13 05:00:00,400,50
LET,SX2,BKGT,0515,W,2026/05/06 04:30:00,400,50
LET,SX2,NFGT,0105,E,2026/05/20 05:00:00,400,50
LWT,AX3,DOAT,2615,W,2026/05/13 03:00:00,8900,1000
IET,LEX,IKET,0012,S,2026/05/06 03:00:00,1900,240
LWT,MAR,NLAT,0664,W,2026/04/28 11:00:00,2100,330
IET,LEX,EUJT,0002,S,2025/12/17 03:00:00,2000,240
LET,SX2,ERNT,0114,W,2026/05/20 04:30:00,400,50
MET,MD2,ZPLT,0018,E,2026/05/22 06:00:00,13500,1300
MET,MD2,FROT,0012,W,2026/04/26 08:00:00,13500,1000
IET,ST2,LNNT,0039,W,2026/03/27 17:00:00,1200,150
IET,ST2,LNNT,0038,E,2026/03/18 21:00:00,1200,150
LWT,AX1,HPHT,2621,E,2026/05/17 15:30:00,8500,1000
WAT,TIP,ARET,0129,E,2026/03/16 13:00:00,4200,420
NET,FE4,ORMT,0008,E,2025/11/27 16:00:00,18000,1100
NET,FE3,ISPT,0007,E,2026/03/05 19:00:00,19300,1500
LET,CX1,LTRT,0611,S,2026/03/12 07:00:00,1800,200
FET,EA3,LTST,0609,W,2026/03/01 10:00:00,3333,300
FET,EA3,LTST,0609,E,2026/03/26 04:00:00,3333,300
NET,FP2,SADT,0082,W,2026/06/11 21:00:00,9600,1000
LET,CX1,CYCT,0601,S,2026/01/01 07:00:00,1800,200
OCT,NZJ,BFGT,0012,S,2026/05/28 13:00:00,3300,500
TPT,FP1,NOCT,0081,W,2026/05/27 14:00:00,8200,784
TPT,FP1,NVOT,0089,W,2026/06/24 14:00:00,8200,800
LET,CX1,LTRT,0622,S,2026/05/28 07:00:00,1800,200
LET,CX1,CYCT,0620,S,2026/05/14 07:00:00,1800,200
FET,EA4,ZGST,0609,E,2026/03/22 06:00:00,1000,100
FET,EA4,ZGST,0602,E,2026/02/01 06:00:00,1000,100
FET,EA4,ZGST,0609,W,2026/02/26 16:00:00,1000,100
WAT,CCX,PLNT,0005,W,2026/02/03 09:00:00,2850,300
FWT,SW2,OECT,0029,E,2026/02/07 14:00:00,2400,300
IET,AD1,ADXT,0004,E,2026/01/07 17:00:00,700,150
IET,AD1,TOOT,0045,W,2025/12/09 13:00:00,700,150
IET,AD1,TOOT,0044,W,2025/11/27 22:00:00,700,150
IET,AD1,TOOT,0046,W,2025/12/23 13:00:00,700,150
IET,AD1,ADXT,0007,E,2026/03/11 17:00:00,700,150
WAT,CIP,RGHT,0004,E,2026/02/07 02:00:00,5000,400
WAT,CIP,RGHT,0005,E,2026/03/21 02:00:00,5000,400
WAT,TE1,DAPT,0886,E,2026/02/14 09:00:00,2600,260
NET,FP2,WSRT,0001,W,2026/01/10 14:00:00,9700,700
IET,AD1,ADXT,0006,E,2026/02/18 17:00:00,700,150
TPT,PS3,CCQT,0036,W,2026/07/19 03:00:00,7350,700
TPT,PS3,CNCT,0146,W,2026/08/02 03:00:00,7350,700
EAT,CTP,NEOT,0029,N,2025/01/18 21:00:00,2000,200
EAT,KC2,LSFT,0214,S,2025/01/09 01:00:00,1900,200
FWT,WA1,NCYT,0007,E,2025/01/01 14:00:00,2800,120
LWT,MAR,NKST,0421,W,2025/02/02 09:00:00,2100,330
LWT,MAR,NLAT,0649,E,2025/02/04 04:00:00,2100,330
LWT,MAR,NJOT,0192,W,2025/02/09 09:00:00,2100,330
TPT,PS7,SPBT,0435,E,2025/05/07 10:00:00,8900,900
TAT,EMA,KGST,0011,W,2025/01/03 05:00:00,2850,300
EAT,JPH,SZET,2132,S,2025/01/04 15:00:00,1900,200
TPT,PN4,OMST,0101,W,2025/02/07 14:00:00,7200,630
EAT,JPH,DIAT,0338,N,2025/01/09 07:00:00,2200,300
EAT,JID,BKGT,0194,N,2025/04/12 05:00:00,300,330
EAT,BH2,GCLT,0147,E,2025/04/07 05:00:00,2100,398
EAT,BH2,GCLT,0167,W,2025/08/21 12:00:00,2100,398
EAT,BH2,GCLT,0167,E,2025/08/25 05:00:00,2100,398
EAT,BH2,GCLT,0152,W,2025/05/08 12:00:00,2100,398
EAT,BH2,GCLT,0149,W,2025/04/17 12:00:00,2100,398
EAT,JID,BKGT,0193,N,2025/03/15 05:00:00,300,330
EAT,BH2,GCLT,0140,W,2025/02/13 12:00:00,2100,398
WAT,SIG,BHHT,0004,E,2025/01/01 05:30:00,2100,340
FWT,SW2,SZFT,0004,E,2025/03/01 21:00:00,2400,300
FET,SAC,NFUT,0021,E,2025/02/16 04:00:00,3800,480
FWT,WA1,VTAT,0135,W,2025/01/26 20:00:00,2800,120
EAT,JSM,LOVT,0025,S,2025/01/11 06:00:00,2800,12
EAT,JSM,LOVT,0025,N,2025/01/25 21:00:00,2800,12
WAT,SIG,EFVT,0098,E,2025/03/26 05:30:00,1000,100
EAT,CTP,NEOT,0030,S,2025/03/03 10:00:00,2000,200
EAT,CTP,SRKT,1183,N,2025/02/22 21:00:00,2000,200
TAT,EMA,KGST,0012,W,2025/02/21 05:00:00,2850,300
EAT,JK2,ICLT,0148,E,2025/02/04 02:00:00,25,10
TPT,EC6,CMJT,0061,W,2025/02/24 19:00:00,7200,630
OCT,WAU,GRET,0465,N,2025/04/03 05:30:00,2750,300
TPT,EC6,OIST,0076,E,2025/02/09 11:00:00,6200,500
TPT,EC2,SBFT,0075,W,2025/06/12 19:00:00,12200,800
TPT,PN1,MQDT,0082,W,2025/02/08 12:00:00,5800,500
OCT,WAU,GRET,0456,S,2025/01/20 06:00:00,2750,300
TPT,PN1,OEAT,0079,W,2025/04/05 12:00:00,5850,520
TPT,PS3,CCQT,0030,E,2025/01/23 18:00:00,7350,700
TPT,PS3,OART,0071,W,2025/02/16 04:00:00,8200,700
TPT,PS3,ONNT,0059,W,2025/01/19 04:00:00,7500,630
TPT,PN1,MQDT,0084,E,2025/05/29 05:00:00,5850,520
EAT,JK1,CNFT,0199,W,2025/02/01 07:00:00,900,90
MET,MD1,ZPLT,0014,E,2025/01/11 20:00:00,13500,100
EAT,PHX,RCMT,0076,S,2025/02/28 03:00:00,1900,300
EAT,JV2,ARGT,0256,S,2025/03/26 15:00:00,2000,250
EAT,JK1,CNFT,0198,W,2025/01/25 07:00:00,900,90
EAT,JVH,SWRT,0109,S,2025/03/31 03:30:00,1300,195
WAT,SIG,TDNT,0018,W,2025/03/13 01:00:00,2100,340
EAT,JT1,APRT,0267,N,2025/01/19 12:00:00,2200,200
EAT,JV2,CBDT,0269,S,2025/04/02 15:00:00,2000,250
EAT,JV2,YPLT,0016,N,2025/03/29 21:00:00,2000,250
EAT,JK1,CNFT,0201,W,2025/02/15 07:00:00,900,90
EAT,JK1,CNFT,0200,W,2025/02/08 07:00:00,900,90
EAT,JPH,CDJT,0143,N,2025/03/06 07:00:00,2200,300
FET,EA3,LTST,0513,E,2025/04/24 04:00:00,3333,300
EAT,SMM,FLNT,0929,S,2025/02/14 03:30:00,900,135
EAT,SMM,FLNT,0927,S,2025/01/24 03:30:00,900,135
EAT,JT1,RI1T,0066,N,2025/01/05 12:00:00,2200,200
EAT,JVH,QPRT,0212,S,2025/04/07 03:30:00,1300,195
TPT,EC4,ONMT,0073,E,2025/03/24 19:00:00,6200,500
FET,SAS,SNTT,0014,W,2025/01/23 12:00:00,3800,300
EAT,JT1,XCLT,0305,S,2025/01/15 22:00:00,2200,200
EAT,JT1,XCLT,0308,N,2025/03/30 12:00:00,2200,200
EAT,JT1,APRT,0268,S,2025/01/29 22:00:00,2200,200
EAT,JVH,QPRT,0211,S,2025/03/17 03:30:00,1300,195
EAT,JVH,MART,0040,S,2025/03/24 03:30:00,1300,195
EAT,SMM,FLNT,0929,N,2025/02/09 18:00:00,900,135
FWT,AIM,DLAT,2449,E,2025/01/17 18:00:00,2850,300
FWT,AIM,DLAT,2451,W,2025/02/21 05:00:00,2850,225
OCT,AUN,WAHT,0510,S,2025/03/07 08:00:00,5400,400
OCT,AUN,WAHT,0514,N,2025/03/29 12:00:00,5400,400
EAT,JPH,LSFT,0218,N,2025/04/17 21:00:00,1950,240
OCT,AUN,AEIT,0502,S,2025/01/10 08:00:00,5400,400
LUT,LUX,NDOT,0016,N,2025/01/04 18:00:00,3200,330
LUT,LUX,NDOT,0017,N,2025/03/14 23:00:00,3000,330
LET,SX1,PNOT,2528,E,2025/08/25 06:00:00,10000,100
LET,SX1,OZAT,2517,W,2025/04/25 02:00:00,9150,1400
LWT,AX1,SSPT,2465,W,2025/04/16 17:00:00,9000,1200
TPT,PS7,OTNT,0040,W,2025/01/07 04:00:00,12500,800
LET,SX1,SHET,2448,E,2025/01/13 06:00:00,9150,1400
OCT,NZJ,NFMT,0130,S,2025/02/20 13:00:00,3300,500
OCT,NZJ,NFMT,0130,N,2025/03/16 18:00:00,3300,500
TAT,AL4,OTRT,0111,E,2025/01/02 17:30:00,5700,460
LET,SX1,SHET,2509,E,2025/04/14 06:00:00,9150,1400
NET,FE3,ORWT,0003,E,2025/01/17 11:00:00,13500,1300
LUT,LUX,BKBT,0176,S,2025/02/12 17:00:00,3500,330
TAT,AL4,MPFT,0244,E,2025/02/13 17:30:00,5700,500
TAT,AL5,MXQT,0094,W,2025/01/27 15:00:00,3750,300
WAT,TIP,CDST,0018,E,2025/02/03 17:00:00,4200,420
EAT,JT1,GEAT,0043,S,2025/03/05 22:00:00,2200,200
WAT,TIP,DIYT,0256,E,2025/07/14 17:00:00,4200,300
EAT,KC2,NIST,0167,N,2025/01/30 07:00:00,2100,200
TPT,PN1,SDXT,0074,E,2025/01/28 09:00:00,5900,350
WAT,TIP,CDST,0020,E,2025/04/14 17:00:00,4200,420
EAT,CTP,TUNT,0005,S,2025/02/17 10:00:00,2000,200
WAT,TIP,DIYT,0255,W,2025/06/03 02:00:00,4200,300
TPT,EC4,RBTT,0003,E,2026/02/23 19:00:00,6100,500
FWT,AIM,DLAT,2507,W,2025/02/21 05:00:00,2850,225
TPT,PS7,SPDT,2435,E,2025/03/19 10:00:00,8900,900
FET,SAC,BMRT,0126,W,2025/01/28 03:00:00,3800,99
NET,FE4,ONVT,0007,W,2025/03/30 20:00:00,21000,2160
NET,FE4,OQRT,0026,W,2025/03/09 20:00:00,18000,1100
LWT,MAR,NLAT,0650,W,2025/03/16 09:00:00,2100,330
TPT,PS3,CNCT,0140,E,2025/05/15 21:00:00,7350,700
TPT,PS3,CCQT,0031,E,2025/04/14 17:00:00,7350,700
TPT,PS3,CETT,0094,E,2025/06/05 21:00:00,7200,630
NET,FE4,OQRT,0027,W,2025/07/04 20:00:00,19300,1500
FET,MIM,USNT,0015,E,2025/02/11 21:00:00,1260,280
TAT,AL5,NMTT,0084,E,2025/04/03 02:00:00,3800,330
FET,SAC,BYBT,0198,E,2025/03/30 04:00:00,3300,300
EFT,SRX,OLUT,0250,N,2025/02/26 05:00:00,5600,1176
LET,CX1,SIAT,0507,S,2025/02/13 07:00:00,1800,200
EAT,KCI,GCLT,0125,N,2025/01/20 22:00:00,2100,260
EAT,KCS,TSCT,0029,N,2025/03/19 11:00:00,2000,99
LET,CX1,SIAT,0503,S,2025/01/16 07:00:00,1800,200
LET,CX1,SIAT,0511,N,2025/03/18 14:00:00,1800,200
LET,SX1,SHET,2449,E,2025/01/20 06:00:00,9150,1400
EFT,SRX,ORYT,0252,N,2025/07/09 05:00:00,5600,1176
EAT,PHX,JJST,0013,S,2025/03/21 03:00:00,1900,300
LWT,MAR,NKST,0426,W,2025/07/08 11:00:00,2100,330
EAT,JPH,LSFT,0221,N,2025/06/26 21:00:00,1950,240
EAT,JPH,SZET,2137,S,2025/04/19 15:00:00,1900,200
EAT,JSM,NGOT,0015,S,2025/04/19 06:00:00,1000,100
LWT,MAR,NJOT,0194,W,2025/04/08 11:00:00,2100,330
EAT,JSM,WQTT,0009,N,2025/03/22 21:00:00,1800,200
TPT,EC1,MITT,0068,E,2025/03/01 05:00:00,7500,630
EAT,JVH,MART,0042,S,2025/05/05 03:30:00,1300,195
EAT,JVH,QPRT,0215,N,2025/06/15 20:00:00,1300,195
EAT,JK1,CNFT,0214,W,2025/05/17 07:00:00,900,90
EAT,JSM,AHHT,0172,S,2025/05/24 06:00:00,3800,450
FET,EA4,NCAT,0509,E,2025/03/26 12:30:00,1900,200
EAT,JSM,WQTT,0012,S,2025/06/07 09:00:00,1000,100
OCT,WAU,XIMT,0513,N,2025/03/27 05:30:00,2750,300
OCT,WAU,XIMT,0504,N,2025/01/23 05:30:00,2750,300
WAT,SMX,BFGT,2510,W,2025/03/07 07:00:00,1000,100
LWT,AX1,SBST,2510,E,2025/03/02 15:30:00,8500,1000
LWT,AX3,SCNT,2451,W,2025/01/15 03:00:00,8900,1000
NET,FE2,TIRT,0027,W,2025/01/19 13:00:00,18300,1000
TPT,PN1,PXET,0002,W,2025/04/03 17:00:00,5100,500
EAT,PHX,JJST,0012,S,2025/03/07 03:00:00,1900,300
OCT,WAU,GRET,0511,S,2025/03/10 06:00:00,2750,300
WAT,CMX,OMGT,0096,E,2025/03/17 09:00:00,1000,100
OCT,WAU,XIMT,0510,N,2025/03/06 05:30:00,2750,300
OCT,WAU,GRET,0523,S,2025/06/02 06:00:00,2750,300
LUT,LUX,BKBT,0177,S,2025/04/16 17:00:00,3500,330
WAT,AG2,YUDT,0007,W,2025/03/25 09:00:00,10000,1000
TPT,AHX,NBDT,0995,W,2025/06/26 05:00:00,860,86
TPT,AHX,TLHT,0076,E,2025/06/24 00:00:00,860,86
OCT,AU1,CNOT,0525,N,2025/06/17 03:00:00,7200,700
TPT,PS7,SPBT,2435,E,2025/04/30 10:00:00,12000,800
TPT,PS7,SPDT,2436,E,2025/05/14 10:00:00,12000,800
LET,CX1,CYCT,0511,S,2025/03/13 07:00:00,1800,200
OCT,WAU,XIMT,0516,S,2025/04/14 06:00:00,2750,300
TPT,EC3,EAOT,0035,W,2025/07/20 04:30:00,12200,800
WAT,SIG,EFVT,0099,E,2025/05/07 05:30:00,1000,100
WAT,SIG,DAPT,0875,W,2025/05/17 15:00:00,2350,300
FET,EA3,BKGT,0521,W,2025/05/25 10:00:00,2700,200
FWT,WA1,WBKT,0030,E,2025/03/05 14:00:00,2800,120
IET,BBX,NECT,0032,S,2025/05/28 04:00:00,950,200
WAT,SIG,DAPT,0875,E,2025/06/04 05:30:00,2350,300
FET,SAS,SNTT,0115,E,2025/05/21 08:00:00,3800,300
EAT,JID,LOVT,0028,S,2025/02/15 07:30:00,2800,12
EAT,JID,LOVT,0027,S,2025/01/29 13:00:00,2800,12
EAT,JID,LOVT,0032,S,2025/06/21 05:00:00,2800,12
EAT,JT1,XCLT,0312,S,2025/06/18 22:00:00,2200,200
EAT,JT1,OTTT,0513,N,2025/06/22 12:00:00,2050,350
EAT,CTP,RCMT,0078,N,2025/03/01 17:00:00,2000,200
WAT,CIP,GWBT,0034,W,2025/02/10 09:00:00,5200,1176
IET,BBX,NECT,0026,S,2025/02/19 04:00:00,950,200
WAT,SIG,SIAT,0449,W,2025/02/20 01:00:00,1000,100
TPT,PS6,OMDT,0074,E,2025/01/09 21:00:00,6200,500
EAT,JID,LOVT,0027,N,2025/02/01 05:00:00,2800,12
EAT,JID,MXPT,0091,S,2025/06/14 07:30:00,3800,330
EAT,JV2,YPLT,1020,N,2025/07/05 21:00:00,2000,250
FWT,WA1,VTAT,0136,W,2025/04/20 20:00:00,2800,120
TPT,EC1,MCWT,0231,E,2025/03/22 05:00:00,7200,630
EAT,JV2,ARGT,0258,N,2025/05/31 21:00:00,2000,250
EAT,JPH,LSFT,0217,N,2025/03/27 07:00:00,1950,240
EAT,JPH,LSFT,0216,N,2025/03/06 07:00:00,1950,240
EAT,JPH,LSFT,0216,S,2025/02/22 15:00:00,1950,240
EAT,JID,LOVT,0029,N,2025/03/29 05:00:00,2800,12
EAT,JT1,GEAT,0045,S,2025/04/16 22:00:00,2200,200
EAT,JT1,GEAT,0046,N,2025/05/18 12:00:00,2200,200
LET,CX1,CYCT,0516,S,2025/04/17 07:00:00,1800,200
IET,PLS,LAAT,0007,S,2025/02/23 04:30:00,1000,100
EAT,PHX,GCLT,0125,S,2025/02/28 20:00:00,1900,300
FET,MIM,YDNT,0094,W,2025/07/08 17:00:00,1260,280
EAT,PH3,SEUT,0033,E,2025/03/15 16:00:00,860,100
EAT,PH3,SEUT,0039,E,2025/06/07 16:00:00,860,100
FET,MIM,BRFT,0006,E,2025/04/15 21:00:00,1300,195
FET,MIM,BRFT,0006,W,2025/04/01 17:00:00,1300,195
FET,MIM,YDNT,0092,E,2025/04/29 21:00:00,1260,280
EAT,PHX,GCLT,0134,N,2025/06/13 14:00:00,2100,398
EAT,PHX,GCLT,0135,S,2025/07/04 03:00:00,2100,398
EAT,PHX,GCLT,0135,N,2025/06/27 14:00:00,2100,398
LNT,ANG,RDVT,2515,S,2025/04/09 11:30:00,1000,100
FET,SAC,BYBT,0199,W,2025/05/13 03:00:00,3300,300
TPT,EC4,ONMT,0073,W,2025/04/21 19:00:00,6200,500
TPT,EC4,OMDT,0075,E,2025/03/10 19:00:00,6200,500
LET,CX1,GMET,0525,S,2025/06/19 07:00:00,1800,200
FWT,AIM,DLAT,2520,W,2025/05/14 11:00:00,2850,225
EAT,PHX,JJST,0018,N,2025/05/23 14:00:00,1900,300
TPT,AHX,TLHT,0074,W,2025/04/15 21:00:00,860,86
EAT,JK2,ICLT,0161,W,2025/05/21 08:00:00,25,10
EAT,PHX,GCLT,0136,N,2025/07/11 14:00:00,2100,398
EAT,PHX,GCLT,0134,S,2025/06/20 03:00:00,2100,398
